tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM
237561	Candida albicans SC5314	3648208	0	live	PEX14	CAALFM_CR04930WA	Pex14p	; Pex14p		R	NC_032096.1	1066170	1067528	plus	1	
237561	Candida albicans SC5314	3648207	0	live	CAALFM_CR04920WA	CAALFM_CR04920WA	hypothetical protein	; hypothetical protein		R	NC_032096.1	1064625	1065713	plus	1	
237561	Candida albicans SC5314	3648206	0	live	CDC43	CAALFM_CR04910WA	protein geranylgeranyltransferase type I subunit	; protein geranylgeranyltransferase type I subunit		R	NC_032096.1	1062959	1064113	plus	1	
237561	Candida albicans SC5314	3648197	0	live	CAALFM_CR09050CA	CAALFM_CR09050CA	hypothetical protein	; hypothetical protein		R	NC_032096.1	1932933	1934693	minus	1	
237561	Candida albicans SC5314	3648195	0	live	CAALFM_CR07700WA	CAALFM_CR07700WA	hypothetical protein	; hypothetical protein		R	NC_032096.1	1671100	1672311	plus	1	
237561	Candida albicans SC5314	3648194	0	live	CAALFM_CR07690WA	CAALFM_CR07690WA	hypothetical protein	; hypothetical protein		R	NC_032096.1	1669651	1669986	plus	1	
237561	Candida albicans SC5314	3648193	0	live	CAALFM_CR07680CA	CAALFM_CR07680CA	hypothetical protein	; hypothetical protein		R	NC_032096.1	1665030	1667474	minus	1	
237561	Candida albicans SC5314	3648190	0	live	ARO2	CAALFM_CR07710WA	bifunctional chorismate synthase/riboflavin reductase [NAD(P)H]	; bifunctional chorismate synthase/riboflavin reductase [NAD(P)H]		R	NC_032096.1	1672493	1673734	plus	1	
237561	Candida albicans SC5314	3648188	0	live	MIH1	CAALFM_C300800WA	putative tyrosine protein phosphatase	; putative tyrosine protein phosphatase		3	NC_032091.1	155046	157730	plus	1	
237561	Candida albicans SC5314	3648186	0	live	CAALFM_C300790WA	CAALFM_C300790WA	serine/threonine protein kinase	; serine/threonine protein kinase		3	NC_032091.1	148259	150694	plus	1	
237561	Candida albicans SC5314	3648182	0	live	CAALFM_C112470WA	CAALFM_C112470WA	hypothetical protein	; hypothetical protein		1	NC_032089.1	2719965	2720702	plus	1	
237561	Candida albicans SC5314	3648179	0	live	SPB1	CAALFM_C604160CA	27S pre-rRNA (guanosine2922-2'-O)-methyltransferase	; 27S pre-rRNA (guanosine2922-2'-O)-methyltransferase		6	NC_032094.1	913551	916088	minus	1	
237561	Candida albicans SC5314	3648178	0	live	SEC5	CAALFM_C604170CA	exocyst subunit	; exocyst subunit		6	NC_032094.1	916379	919258	minus	1	
237561	Candida albicans SC5314	3648176	0	live	CAALFM_C604180WA	CAALFM_C604180WA	hypothetical protein	; hypothetical protein		6	NC_032094.1	920228	923212	plus	1	
237561	Candida albicans SC5314	3648170	0	live	UCF1	CAALFM_C208290CA	Ucf1p	; Ucf1p		2	NC_032090.1	1675845	1676450	minus	1	
237561	Candida albicans SC5314	3648168	0	live	TIM22	CAALFM_C208310WA	translocation channel protein	; translocation channel protein		2	NC_032090.1	1678351	1678905	plus	1	
237561	Candida albicans SC5314	3648167	0	live	CAALFM_C208320CA	CAALFM_C208320CA	hypothetical protein	; hypothetical protein		2	NC_032090.1	1679166	1679777	minus	1	
237561	Candida albicans SC5314	3648166	0	live	CAALFM_C208330WA	CAALFM_C208330WA	hypothetical protein	; hypothetical protein		2	NC_032090.1	1681559	1682557	plus	1	
237561	Candida albicans SC5314	3648165	0	live	CAALFM_C208340CA	CAALFM_C208340CA	hypothetical protein	; hypothetical protein		2	NC_032090.1	1682884	1683324	minus	1	
237561	Candida albicans SC5314	3648147	0	live	DIT1	CAALFM_CR04640WA	Dit1p	; Dit1p		R	NC_032096.1	1014145	1015671	plus	1	
237561	Candida albicans SC5314	3648144	0	live	UGP1	CAALFM_CR04660CA	UTP glucose-1-phosphate uridylyltransferase	; UTP glucose-1-phosphate uridylyltransferase		R	NC_032096.1	1016385	1018027	minus	2	
237561	Candida albicans SC5314	3648142	0	live	CAALFM_CR04680CA	CAALFM_CR04680CA	hypothetical protein	; hypothetical protein		R	NC_032096.1	1019056	1019358	minus	1	
237561	Candida albicans SC5314	3648141	0	live	CAALFM_CR04710WA	CAALFM_CR04710WA	putative peptidylprolyl isomerase	; putative peptidylprolyl isomerase		R	NC_032096.1	1020906	1021310	plus	1	
237561	Candida albicans SC5314	3648140	0	live	CAALFM_CR04720CA	CAALFM_CR04720CA	chromatin-remodeling ATPase	; chromatin-remodeling ATPase		R	NC_032096.1	1021410	1025573	minus	1	
237561	Candida albicans SC5314	3648139	0	live	CAALFM_CR06380CA	CAALFM_CR06380CA	hypothetical protein	; hypothetical protein		R	NC_032096.1	1348951	1350489	minus	1	
237561	Candida albicans SC5314	3648138	0	live	RDN5	CAALFM_CR08760CA	5S ribosomal RNA			R	NC_032096.1	1888934	1889054	minus	1	
237561	Candida albicans SC5314	3648137	0	live	RDN25	CAALFM_CR08810WA	25S ribosomal RNA			R	NC_032096.1	1893470	1896830	plus	1	
237561	Candida albicans SC5314	3648136	0	live	RDN58	CAALFM_CR08790WA	5.8S ribosomal RNA			R	NC_032096.1	1893162	1893318	plus	1	
237561	Candida albicans SC5314	3648135	0	live	RDN18	CAALFM_CR08770WA	18S ribosomal RNA			R	NC_032096.1	1891236	1893022	plus	1	
237561	Candida albicans SC5314	3648125	0	live	CAALFM_CR05310WA	CAALFM_CR05310WA	hypothetical protein	; hypothetical protein		R	NC_032096.1	1142603	1143064	plus	1	
237561	Candida albicans SC5314	3648124	0	live	MNN21	CAALFM_CR05300CA	"alpha-1,2-mannosyltransferase MNN2"	"; alpha-1,2-mannosyltransferase MNN2"		R	NC_032096.1	1139330	1141312	minus	1	
237561	Candida albicans SC5314	3648123	0	live	MNT3	CAALFM_CR05290WA	Mnt3p	; Mnt3p		R	NC_032096.1	1138119	1139255	plus	1	
237561	Candida albicans SC5314	3648120	0	live	KCS1	CAALFM_CR05260CA	inositol polyphosphate kinase	; inositol polyphosphate kinase		R	NC_032096.1	1135405	1136463	minus	1	
237561	Candida albicans SC5314	3648118	0	live	CAALFM_C106320WA	CAALFM_C106320WA	hypothetical protein	; hypothetical protein		1	NC_032089.1	1337607	1340003	plus	1	
237561	Candida albicans SC5314	3648115	0	live	CAALFM_C204830WA	CAALFM_C204830WA	hypothetical protein	; hypothetical protein		2	NC_032090.1	1010657	1011961	plus	1	
237561	Candida albicans SC5314	3648114	0	live	CAALFM_C204850CA	CAALFM_C204850CA	hypothetical protein	; hypothetical protein		2	NC_032090.1	1013027	1014433	minus	2	
237561	Candida albicans SC5314	3648113	0	live	PZF1	CAALFM_C204860WA	Pzf1p	; Pzf1p		2	NC_032090.1	1015779	1017017	plus	1	
237561	Candida albicans SC5314	3648111	0	live	CAALFM_C204870CA	CAALFM_C204870CA	hypothetical protein	; hypothetical protein		2	NC_032090.1	1017114	1021940	minus	1	
237561	Candida albicans SC5314	3648103	0	live	PEX22	CAALFM_C206690CA	Pex22p	; Pex22p		2	NC_032090.1	1366921	1367544	minus	1	
237561	Candida albicans SC5314	3648102	0	live	FRP3	CAALFM_C206680WA	putative ammonium permease	; putative ammonium permease		2	NC_032090.1	1365086	1365943	plus	1	
237561	Candida albicans SC5314	3648101	0	live	DBF2	CAALFM_C206670CA	serine/threonine-protein kinase	; serine/threonine-protein kinase		2	NC_032090.1	1357769	1359901	minus	1	
237561	Candida albicans SC5314	3648092	0	live	CAALFM_C403320WA	CAALFM_C403320WA	hypothetical protein	; hypothetical protein		4	NC_032092.1	697717	698832	plus	1	
237561	Candida albicans SC5314	3648091	0	live	IPK1	CAALFM_C403330WA	inositol pentakisphosphate 2-kinase	; inositol pentakisphosphate 2-kinase		4	NC_032092.1	699714	700799	plus	1	
237561	Candida albicans SC5314	3648090	0	live	CAALFM_C403340CA	CAALFM_C403340CA	hypothetical protein	; hypothetical protein		4	NC_032092.1	701061	702284	minus	1	
237561	Candida albicans SC5314	3648087	0	live	TRP5	CAALFM_C406110CA	tryptophan synthase	; tryptophan synthase		4	NC_032092.1	1357947	1360055	minus	1	
237561	Candida albicans SC5314	3648086	0	live	GDH3	CAALFM_C406120WA	glutamate dehydrogenase (NADP(+))	; glutamate dehydrogenase (NADP(+))		4	NC_032092.1	1362406	1363776	plus	1	
237561	Candida albicans SC5314	3648085	0	live	CAALFM_C406130WA	CAALFM_C406130WA	hypothetical protein	; hypothetical protein		4	NC_032092.1	1364530	1376010	plus	1	
237561	Candida albicans SC5314	3648083	0	live	FGR14	CAALFM_CR05240CA	Fgr14p	; Fgr14p		R	NC_032096.1	1129264	1132713	minus	1	
237561	Candida albicans SC5314	3648082	0	live	GUT1	CAALFM_CR05220CA	glycerol kinase	; glycerol kinase		R	NC_032096.1	1126971	1128866	minus	1	
237561	Candida albicans SC5314	3648081	0	live	CAALFM_CR05210WA	CAALFM_CR05210WA	hypothetical protein	; hypothetical protein		R	NC_032096.1	1125688	1126713	plus	1	
237561	Candida albicans SC5314	3648080	0	live	CAALFM_CR05200CA	CAALFM_CR05200CA	hypothetical protein	; hypothetical protein		R	NC_032096.1	1124185	1124604	minus	1	
237561	Candida albicans SC5314	3648079	0	live	CAALFM_CR05190WA	CAALFM_CR05190WA	hypothetical protein	; hypothetical protein		R	NC_032096.1	1122154	1122981	plus	1	
237561	Candida albicans SC5314	3648078	0	live	FGR13	CAALFM_CR05250CA	Fgr13p	; Fgr13p		R	NC_032096.1	1132887	1134713	minus	1	
237561	Candida albicans SC5314	3648065	0	live	CAALFM_C400080CA	CAALFM_C400080CA	hypothetical protein	; hypothetical protein		4	NC_032092.1	11383	12630	minus	1	
237561	Candida albicans SC5314	3648063	0	live	CAALFM_C400070CA	CAALFM_C400070CA	putative zinc metalloprotease	; putative zinc metalloprotease		4	NC_032092.1	8937	11315	minus	1	
237561	Candida albicans SC5314	3648061	0	live	CAALFM_C400060WA	CAALFM_C400060WA	gamma-glutamylcyclotransferase	; gamma-glutamylcyclotransferase		4	NC_032092.1	8369	8995	plus	1	
237561	Candida albicans SC5314	3648060	0	live	CAALFM_C400050WA	CAALFM_C400050WA	hypothetical protein	; hypothetical protein		4	NC_032092.1	7507	8355	plus	1	
237561	Candida albicans SC5314	3648056	0	live	CNH1	CAALFM_C400040WA	Cnh1p	; Cnh1p		4	NC_032092.1	5033	7435	plus	1	
237561	Candida albicans SC5314	3648055	0	live	CAALFM_C400030CA	CAALFM_C400030CA	hypothetical protein	; hypothetical protein		4	NC_032092.1	3894	4904	minus	1	
237561	Candida albicans SC5314	3648053	0	live	CAALFM_C400020WA	CAALFM_C400020WA	H(+)-transporting V0 sector ATPase subunit d	; H(+)-transporting V0 sector ATPase subunit d		4	NC_032092.1	2845	3891	plus	1	
237561	Candida albicans SC5314	3648051	0	live	TLO9	CAALFM_C400010WA	Tlo9p	; Tlo9p		4	NC_032092.1	983	1660	plus	1	
237561	Candida albicans SC5314	3648033	0	live	CAALFM_CR05360CA	CAALFM_CR05360CA	hypothetical protein	; hypothetical protein		R	NC_032096.1	1151763	1153322	minus	1	
237561	Candida albicans SC5314	3648032	0	live	YCP4	CAALFM_CR05380CA	flavodoxin-like fold family protein	; flavodoxin-like fold family protein		R	NC_032096.1	1155586	1156452	minus	1	
237561	Candida albicans SC5314	3648031	0	live	PST3	CAALFM_CR05390WA	flavodoxin-like fold family protein	; flavodoxin-like fold family protein		R	NC_032096.1	1157977	1158576	plus	1	
237561	Candida albicans SC5314	3648027	0	live	IFE2	CAALFM_CR05340CA	Ife2p	; Ife2p		R	NC_032096.1	1148612	1149919	minus	1	
237561	Candida albicans SC5314	3648026	0	live	GRE2	CAALFM_C206720WA	Gre2p	; Gre2p		2	NC_032090.1	1376330	1377367	plus	1	
237561	Candida albicans SC5314	3648025	0	live	LSP1	CAALFM_C206730WA	lipid-binding protein	; lipid-binding protein		2	NC_032090.1	1379376	1380329	plus	1	
237561	Candida albicans SC5314	3648024	0	live	CAALFM_C206740WA	CAALFM_C206740WA	hypothetical protein	; hypothetical protein		2	NC_032090.1	1383179	1385761	plus	1	
237561	Candida albicans SC5314	3648023	0	live	CAALFM_C206750CA	CAALFM_C206750CA	hypothetical protein	; hypothetical protein		2	NC_032090.1	1386153	1386893	minus	1	
237561	Candida albicans SC5314	3648022	0	live	CAALFM_C206760CA	CAALFM_C206760CA	hypothetical protein	; hypothetical protein		2	NC_032090.1	1387411	1388661	minus	1	
237561	Candida albicans SC5314	3648021	0	live	AMO2	CAALFM_C206700WA	Amo2p	; Amo2p		2	NC_032090.1	1371621	1373636	plus	1	
237561	Candida albicans SC5314	3648020	0	live	CAALFM_C206710WA	CAALFM_C206710WA	hypothetical protein	; hypothetical protein		2	NC_032090.1	1374467	1375636	plus	1	
237561	Candida albicans SC5314	3648004	0	live	CAALFM_CR07570WA	CAALFM_CR07570WA	hypothetical protein	; hypothetical protein		R	NC_032096.1	1642482	1643309	plus	1	
237561	Candida albicans SC5314	3648003	0	live	RGD3	CAALFM_CR07560WA	Rgd3p	; Rgd3p		R	NC_032096.1	1639406	1642045	plus	1	
237561	Candida albicans SC5314	3648001	0	live	CAALFM_CR07540CA	CAALFM_CR07540CA	hypothetical protein	; hypothetical protein		R	NC_032096.1	1634660	1636483	minus	1	
237561	Candida albicans SC5314	3648000	0	live	ECM22	CAALFM_CR07530CA	Ecm22p	; Ecm22p		R	NC_032096.1	1629332	1631914	minus	1	
237561	Candida albicans SC5314	3647999	0	live	YPT31	CAALFM_CR07520CA	Rab family GTPase	; Rab family GTPase		R	NC_032096.1	1627966	1628634	minus	1	
237561	Candida albicans SC5314	3647998	0	live	CAALFM_CR07510WA	CAALFM_CR07510WA	mRNA splicing protein	; mRNA splicing protein		R	NC_032096.1	1627319	1627769	plus	2	
237561	Candida albicans SC5314	3647997	0	live	CAALFM_CR07500WA	CAALFM_CR07500WA	hypothetical protein	; hypothetical protein		R	NC_032096.1	1626254	1626940	plus	1	
237561	Candida albicans SC5314	3647996	0	live	CAALFM_C104350CA	CAALFM_C104350CA	hypothetical protein	; hypothetical protein		1	NC_032089.1	901560	903929	minus	1	
237561	Candida albicans SC5314	3647994	0	live	CAALFM_C104370CA	CAALFM_C104370CA	mitochondrial 37S ribosomal protein RSM18	; mitochondrial 37S ribosomal protein RSM18		1	NC_032089.1	905958	906560	minus	1	
237561	Candida albicans SC5314	3647993	0	live	SIT4	CAALFM_C104380WA	type 2A-related serine/threonine-protein phosphatase	; type 2A-related serine/threonine-protein phosphatase		1	NC_032089.1	907132	908076	plus	1	
237561	Candida albicans SC5314	3647991	0	live	NOP4	CAALFM_C104390CA	mRNA-binding ribosome biosynthesis protein	; mRNA-binding ribosome biosynthesis protein		1	NC_032089.1	908570	910795	minus	1	
237561	Candida albicans SC5314	3647990	0	live	APE2	CAALFM_C104400CA	metallo-aminopeptidase	; metallo-aminopeptidase		1	NC_032089.1	911109	914328	minus	2	
237561	Candida albicans SC5314	3647989	0	live	ESS1	CAALFM_C104410CA	peptidylprolyl isomerase	; peptidylprolyl isomerase		1	NC_032089.1	914539	915072	minus	1	
237561	Candida albicans SC5314	3647988	0	live	URA6	CAALFM_C104420CA	bifunctional uridylate/adenylate kinase	; bifunctional uridylate/adenylate kinase		1	NC_032089.1	915265	916104	minus	1	
237561	Candida albicans SC5314	3647986	0	live	FMA1	CAALFM_C104450CA	Fma1p	; Fma1p		1	NC_032089.1	917491	918323	minus	2	
237561	Candida albicans SC5314	3647974	0	live	CAALFM_C604120CA	CAALFM_C604120CA	hypothetical protein	; hypothetical protein		6	NC_032094.1	894295	897546	minus	1	
237561	Candida albicans SC5314	3647972	0	live	ALS4	CAALFM_C604130CA	Als4p	; Als4p		6	NC_032094.1	898452	904754	minus	1	
237561	Candida albicans SC5314	3647970	0	live	CAALFM_C604140CA	CAALFM_C604140CA	hypothetical protein	; hypothetical protein		6	NC_032094.1	907998	910160	minus	1	
237561	Candida albicans SC5314	3647965	0	live	ALS3	CAALFM_CR07070CA	Als3p	; Als3p		R	NC_032096.1	1532277	1535744	minus	1	
237561	Candida albicans SC5314	3647964	0	live	CAALFM_CR07080WA	CAALFM_CR07080WA	translation initiation factor 6	; translation initiation factor 6		R	NC_032096.1	1538707	1539444	plus	1	
237561	Candida albicans SC5314	3647963	0	live	STT4	CAALFM_CR07090WA	1-phosphatidylinositol 4-kinase	; 1-phosphatidylinositol 4-kinase		R	NC_032096.1	1540034	1545817	plus	1	
237561	Candida albicans SC5314	3647962	0	live	FLC2	CAALFM_CR07100WA	flavin adenine dinucleotide transporter	; flavin adenine dinucleotide transporter		R	NC_032096.1	1547917	1550352	plus	1	
237561	Candida albicans SC5314	3647961	0	live	CAALFM_C301190CA	CAALFM_C301190CA	hypothetical protein	; hypothetical protein		3	NC_032091.1	248165	249589	minus	1	
237561	Candida albicans SC5314	3647960	0	live	CAALFM_C301180CA	CAALFM_C301180CA	hypothetical protein	; hypothetical protein		3	NC_032091.1	240894	244154	minus	1	
237561	Candida albicans SC5314	3647958	0	live	CAALFM_C301170WA	CAALFM_C301170WA	hypothetical protein	; hypothetical protein		3	NC_032091.1	239217	240671	plus	1	
237561	Candida albicans SC5314	3647957	0	live	MSS4	CAALFM_C301160WA	1-phosphatidylinositol-4-phosphate 5-kinase	; 1-phosphatidylinositol-4-phosphate 5-kinase		3	NC_032091.1	236495	238651	plus	1	
237561	Candida albicans SC5314	3647956	0	live	UTP20	CAALFM_C301200WA	Utp20p	; Utp20p		3	NC_032091.1	249962	257464	plus	1	
237561	Candida albicans SC5314	3647955	0	live	CAALFM_C107780WA	CAALFM_C107780WA	hypothetical protein	; hypothetical protein		1	NC_032089.1	1696626	1699202	plus	1	
237561	Candida albicans SC5314	3647954	0	live	FGR6-3	CAALFM_C107770WA	Fgr6-3p			1	NC_032089.1	1691292	1692819	plus	0	
237561	Candida albicans SC5314	3647947	0	live	FGR6-1	CAALFM_C702750WA	Fgr6-1p			7	NC_032095.1	585449	586982	plus	0	
237561	Candida albicans SC5314	3647926	0	live	TLO5	CAALFM_C200010WA	Tlo5p	; Tlo5p		2	NC_032090.1	4248	4778	plus	1	
237561	Candida albicans SC5314	3647925	0	live	RRN3	CAALFM_C200030WA	rDNA-binding RNA polymerase I transcriptional factor	; rDNA-binding RNA polymerase I transcriptional factor		2	NC_032090.1	5665	7335	plus	1	
237561	Candida albicans SC5314	3647922	0	live	CAALFM_C200050CA	CAALFM_C200050CA	hypothetical protein	; hypothetical protein		2	NC_032090.1	7510	8043	minus	1	
237561	Candida albicans SC5314	3647921	0	live	CAALFM_C200110WA	CAALFM_C200110WA	hypothetical protein	; hypothetical protein		2	NC_032090.1	14823	15446	plus	1	
237561	Candida albicans SC5314	3647918	0	live	EMC9	CAALFM_C200120CA	Emc9p	; Emc9p		2	NC_032090.1	15457	17610	minus	1	
237561	Candida albicans SC5314	3647914	0	live	CAALFM_C200060CA	CAALFM_C200060CA	hypothetical protein	; hypothetical protein		2	NC_032090.1	8144	9289	minus	1	
237561	Candida albicans SC5314	3647912	0	live	MPP10	CAALFM_C200070CA	rRNA-processing protein	; rRNA-processing protein		2	NC_032090.1	9360	11063	minus	1	
237561	Candida albicans SC5314	3647911	0	live	FAV3	CAALFM_C200080CA	Fav3p	; Fav3p		2	NC_032090.1	11100	12443	minus	1	
237561	Candida albicans SC5314	3647910	0	live	CAALFM_C200090WA	CAALFM_C200090WA	hypothetical protein	; hypothetical protein		2	NC_032090.1	12627	13253	plus	1	
237561	Candida albicans SC5314	3647908	0	live	PGA52	CAALFM_C200100CA	Pga52p	; Pga52p		2	NC_032090.1	13261	14415	minus	1	
237561	Candida albicans SC5314	3647907	0	live	HPA2	CAALFM_C600140CA	D-amino-acid N-acetyltransferase	; D-amino-acid N-acetyltransferase		6	NC_032094.1	16129	16587	minus	1	
237561	Candida albicans SC5314	3647906	0	live	ARD	CAALFM_C600150WA	Ardp	; Ardp		6	NC_032094.1	17283	18128	plus	1	
237561	Candida albicans SC5314	3647905	0	live	PGA48	CAALFM_C600160WA	Pga48p	; Pga48p		6	NC_032094.1	18356	18682	plus	1	
237561	Candida albicans SC5314	3647903	0	live	CAALFM_C600170CA	CAALFM_C600170CA	mRNA-binding ubiquitin-specific protease	; mRNA-binding ubiquitin-specific protease		6	NC_032094.1	18679	20661	minus	1	
237561	Candida albicans SC5314	3647899	0	live	CAALFM_C600080CA	CAALFM_C600080CA	hypothetical protein	; hypothetical protein		6	NC_032094.1	10260	11345	minus	1	
237561	Candida albicans SC5314	3647898	0	live	CAALFM_C600090WA	CAALFM_C600090WA	hypothetical protein	; hypothetical protein		6	NC_032094.1	11580	11948	plus	1	
237561	Candida albicans SC5314	3647897	0	live	HET1	CAALFM_C600100CA	Het1p	; Het1p		6	NC_032094.1	11950	12543	minus	1	
237561	Candida albicans SC5314	3647896	0	live	CAALFM_C600110CA	CAALFM_C600110CA	hypothetical protein	; hypothetical protein		6	NC_032094.1	12648	13433	minus	1	
237561	Candida albicans SC5314	3647894	0	live	VID27	CAALFM_C600130CA	Vid27p	; Vid27p		6	NC_032094.1	13792	16029	minus	1	
237561	Candida albicans SC5314	3647893	0	live	NRG2	CAALFM_C600010WA	Nrg2p	; Nrg2p		6	NC_032094.1	5	346	plus	1	
237561	Candida albicans SC5314	3647891	0	live	TLO13	CAALFM_C600030WA	Tlo13p	; Tlo13p		6	NC_032094.1	5545	6069	plus	1	
237561	Candida albicans SC5314	3647890	0	live	PGA25	CAALFM_C600070CA	Pga25p	; Pga25p		6	NC_032094.1	7276	9894	minus	1	
237561	Candida albicans SC5314	3647889	0	live	CAALFM_C500060CA	CAALFM_C500060CA	anaphase promoting complex subunit 4	; anaphase promoting complex subunit 4		5	NC_032093.1	7209	8807	minus	1	
237561	Candida albicans SC5314	3647888	0	live	CDC11	CAALFM_C500070WA	septin	; septin		5	NC_032093.1	8946	10154	plus	1	
237561	Candida albicans SC5314	3647886	0	live	CAALFM_C500080CA	CAALFM_C500080CA	coatomer subunit epsilon	; coatomer subunit epsilon		5	NC_032093.1	10151	11086	minus	1	
237561	Candida albicans SC5314	3647885	0	live	CAALFM_C500090CA	CAALFM_C500090CA	hypothetical protein	; hypothetical protein		5	NC_032093.1	11157	11819	minus	1	
237561	Candida albicans SC5314	3647883	0	live	CAALFM_C500100CA	CAALFM_C500100CA	hypothetical protein	; hypothetical protein		5	NC_032093.1	11839	12441	minus	1	
237561	Candida albicans SC5314	3647882	0	live	THS1	CAALFM_C500110CA	threonine--tRNA ligase	; threonine--tRNA ligase		5	NC_032093.1	12554	14674	minus	1	
237561	Candida albicans SC5314	3647881	0	live	CAALFM_C500130CA	CAALFM_C500130CA	mitochondrial 54S ribosomal protein YmL38/YmL34	; mitochondrial 54S ribosomal protein YmL38/YmL34		5	NC_032093.1	15077	15475	minus	1	
237561	Candida albicans SC5314	3647880	0	live	TLO11	CAALFM_C500010WA	Tlo11p	; Tlo11p		5	NC_032093.1	1918	2427	plus	1	
237561	Candida albicans SC5314	3647879	0	live	CAALFM_C500030WA	CAALFM_C500030WA	mitochondrial 54S ribosomal protein MRPL1	; mitochondrial 54S ribosomal protein MRPL1		5	NC_032093.1	3999	4808	plus	1	
237561	Candida albicans SC5314	3647875	0	live	CAALFM_C500050WA	CAALFM_C500050WA	hypothetical protein	; hypothetical protein		5	NC_032093.1	6532	7230	plus	1	
237561	Candida albicans SC5314	3647874	0	live	CAALFM_C500040CA	CAALFM_C500040CA	GPI-anchor transamidase subunit	; GPI-anchor transamidase subunit		5	NC_032093.1	4830	6473	minus	1	
237561	Candida albicans SC5314	3647873	0	live	CAALFM_C500140CA	CAALFM_C500140CA	hypothetical protein	; hypothetical protein		5	NC_032093.1	15563	15979	minus	1	
237561	Candida albicans SC5314	3647872	0	live	CAALFM_C500150CA	CAALFM_C500150CA	karyopherin alpha	; karyopherin alpha		5	NC_032093.1	16398	18029	minus	1	
237561	Candida albicans SC5314	3647871	0	live	CAALFM_C500160WA	CAALFM_C500160WA	hypothetical protein	; hypothetical protein		5	NC_032093.1	18148	18882	plus	1	
237561	Candida albicans SC5314	3647870	0	live	CAALFM_C500170WA	CAALFM_C500170WA	hypothetical protein	; hypothetical protein		5	NC_032093.1	19011	20093	plus	1	
237561	Candida albicans SC5314	3647868	0	live	HIS7	CAALFM_C703720CA	imidazoleglycerol-phosphate synthase	; imidazoleglycerol-phosphate synthase		7	NC_032095.1	827988	829871	minus	1	
237561	Candida albicans SC5314	3647867	0	live	CAALFM_C703730CA	CAALFM_C703730CA	hypothetical protein	; hypothetical protein		7	NC_032095.1	830249	833116	minus	1	
237561	Candida albicans SC5314	3647865	0	live	CAALFM_C703760WA	CAALFM_C703760WA	hypothetical protein	; hypothetical protein		7	NC_032095.1	836244	836981	plus	1	
237561	Candida albicans SC5314	3647864	0	live	YAF9	CAALFM_C703770CA	Yaf9p	; Yaf9p		7	NC_032095.1	837011	837775	minus	1	
237561	Candida albicans SC5314	3647862	0	live	CAALFM_C703690WA	CAALFM_C703690WA	hypothetical protein	; hypothetical protein		7	NC_032095.1	820478	821188	plus	1	
237561	Candida albicans SC5314	3647861	0	live	ENP1	CAALFM_C703700CA	snoRNA-binding rRNA-processing protein	; snoRNA-binding rRNA-processing protein		7	NC_032095.1	822571	823998	minus	1	
237561	Candida albicans SC5314	3647860	0	live	PLC1	CAALFM_C703710CA	phosphatidylinositol phospholipase C	; phosphatidylinositol phospholipase C		7	NC_032095.1	824288	827590	minus	1	
237561	Candida albicans SC5314	3647859	0	live	RAM1	CAALFM_C403900CA	protein farnesyltransferase	; protein farnesyltransferase		4	NC_032092.1	828649	830406	minus	1	
237561	Candida albicans SC5314	3647858	0	live	PTP2	CAALFM_C403890WA	tyrosine protein phosphatase	; tyrosine protein phosphatase		4	NC_032092.1	826096	828363	plus	1	
237561	Candida albicans SC5314	3647856	0	live	CAALFM_C403880WA	CAALFM_C403880WA	hypothetical protein	; hypothetical protein		4	NC_032092.1	822133	823599	plus	1	
237561	Candida albicans SC5314	3647855	0	live	CAALFM_C403870CA	CAALFM_C403870CA	hypothetical protein			4	NC_032092.1	821114	821753	minus	0	
237561	Candida albicans SC5314	3647854	0	live	CAALFM_C403860CA	CAALFM_C403860CA	hypothetical protein	; hypothetical protein		4	NC_032092.1	819831	820904	minus	1	
237561	Candida albicans SC5314	3647853	0	live	CAALFM_C403850WA	CAALFM_C403850WA	FG-nucleoporin	; FG-nucleoporin		4	NC_032092.1	817941	819719	plus	1	
237561	Candida albicans SC5314	3647852	0	live	RRP42	CAALFM_C403840CA	exosome non-catalytic core subunit	; exosome non-catalytic core subunit		4	NC_032092.1	816382	817305	minus	1	
237561	Candida albicans SC5314	3647851	0	live	CAALFM_C403830WA	CAALFM_C403830WA	tRNA (guanosine(18)-2'-O)-methyltransferase	; tRNA (guanosine(18)-2'-O)-methyltransferase		4	NC_032092.1	811967	816289	plus	1	
237561	Candida albicans SC5314	3647850	0	live	HRQ2	CAALFM_C403820CA	Hrq2p	; Hrq2p		4	NC_032092.1	809585	810853	minus	1	
237561	Candida albicans SC5314	3647837	0	live	CAALFM_C604080WA	CAALFM_C604080WA	methionine aminopeptidase	; methionine aminopeptidase		6	NC_032094.1	886488	887828	plus	1	
237561	Candida albicans SC5314	3647836	0	live	CAALFM_C604100WA	CAALFM_C604100WA	phosphatidylinositol-binding protein	; phosphatidylinositol-binding protein		6	NC_032094.1	890053	891459	plus	2	
237561	Candida albicans SC5314	3647834	0	live	CAALFM_C604110WA	CAALFM_C604110WA	aspartate/glutamate transporter	; aspartate/glutamate transporter		6	NC_032094.1	892609	894141	plus	1	
